연번,학교급,시군명,읍면동,설립별,학교명,신설휴원,학급수,학생수,우편번호,주소,연락처,팩스번호,비고
602,초등학교,보령,신흑동,공립,청파초등학교,,7,50,33489,충남 보령시 대천항로 235,041-932-6166,041-932-8367,
603,초등학교,보령,웅천읍,공립,웅천초등학교,,6,30,33519,충남 보령시 웅천읍 충서로 1035,041-931-2982,041-931-2987,
604,초등학교,보령,웅천읍,공립,대창초등학교,,6,23,33522,충남 보령시 웅천읍 방축길 90-43,041-934-6692,041-934-9825,
605,초등학교,보령,웅천읍,공립,관당초등학교,,5,13,33507,충남 보령시 웅천읍 무창포로 309,041-936-3813,041-936-3812,
606,초등학교,보령,주포면,공립,주포초등학교,,5,22,33434,충남 보령시 주포면 보령읍성길 87-22,041-932-7006,041-934-5253,
607,초등학교,보령,주교면,공립,관창초등학교,,7,81,33426,충남 보령시 주교면 한술1길 17,041-932-3195,041-932-8366,
608,초등학교,보령,주교면,공립,송학초등학교,,6,32,33409,충남 보령시 주교면 토정로 796-52,041-934-7092,041-934-5402,
609,초등학교,보령,오천면,공립,오천초등학교,,6,13,33412,충남 보령시 오천면 충청수영로 822,041-931-1364,041-932-5783,
610,초등학교,보령,오천면,공립,오천초등학교삽시분교장,,3,7,33411,충남 보령시 오천면 삽시도1길 159-34,041-931-1365,041-934-9821,도서
611,초등학교,보령,천북면,공립,천북초등학교,,7,43,33402,충남 보령시 천북면 하궁길 45,041-641-9018,041-641-5432,
612,초등학교,보령,청소면,공립,청소초등학교,,7,26,33418,충남 보령시 청소면 청소큰길 225,041-932-9733,041-934-3724,
613,초등학교,보령,남포면,공립,남포초등학교,,7,24,33495,충남 보령시 남포면 읍성향교길 21,041-933-0066,041-934-5493,
614,초등학교,보령,주산면,공립,주산초등학교,,6,22,33517,충남 보령시 주산면 충서로 416,041-933-6025,041-934-5729,
615,초등학교,보령,청라면,공립,청라초등학교,,7,55,33424,충남 보령시 청라면 원모루길 205,041-932-8038,041-934-5307,벽지
616,초등학교,보령,청라면,공립,청보초등학교,,7,50,33423,충남 보령시 청라면 대청로 759,041-932-8047,041-934-8365,벽지
617,초등학교,보령,청라면,공립,옥계초등학교,,7,40,33421,충남 보령시 청라면 죽성로 681,041-936-7172,041-936-7174,벽지
618,초등학교,보령,남포면,공립,월전초등학교,,6,22,33501,충남 보령시 남포면 곡촌길 11,041-933-1094,041-934-9824,벽지
619,초등학교,보령,미산면,공립,미산초등학교,,7,25,33512,충남 보령시 미산면 판미로 1462-7,041-933-4175,041-934-8031,벽지
620,초등학교,보령,성주면,공립,개화초등학교,,7,35,33486,충남 보령시 성주면 성주산로 735,041-933-5841,041-934-9829,벽지
621,초등학교,보령,성주면,공립,성주초등학교,,8,31,33485,충남 보령시 성주면 성주초교길 8,041-934-3482,041-934-5731,벽지
622,초등학교,보령,오천면,공립,청파초등학교외연도분교장,,4,8,33411,충남 보령시 오천면 외연도1길 134,041-936-5004,041-936-5003,도서
623,초등학교,보령,오천면,공립,광명초등학교,,5,13,33411,충남 보령시 오천면 원산도3길 151-11,041-936-6109,041-936-1004,도서
624,초등학교,아산,읍내동,공립,온양초등학교,,15,272,31562,충남 아산시 온주길 26번길 10,041-544-4821,041-545-4823,
625,초등학교,아산,온천동,공립,온양온천초등학교,,16,280,31520,충남 아산시 청운로 90,041-544-9830,041-544-9826,
626,초등학교,아산,모종동,공립,온양동신초등학교,,32,721,31526,충남 아산시 번영로234번길 52,041-544-6552,041-548-0539,
627,초등학교,아산,초사동,공립,온양초사초등학교,,7,75,31559,충남 아산시 초사길 122,041-532-2139,041-549-6146,
628,초등학교,아산,실옥동,공립,온양천도초등학교,,31,715,31504,충남 아산시 실옥로 45,041-544-4860,041-544-4861,
629,초등학교,아산,모종동,공립,신리초등학교,,50,1124,31517,충남 아산시 모종로 73-13,041-545-2091,041-543-2091,
630,초등학교,아산,배미동,공립,신광초등학교,,18,262,31530,충남 아산시 서부북로 993,041-534-7215,041-549-6199,
631,초등학교,아산,온천동,공립,온양중앙초등학교,,21,273,31570,충남 아산시 중앙로 17,041-546-2352,041-549-2961,
632,초등학교,아산,용화동,공립,용화초등학교,,18,337,31569,충남 아산시 시민로 258번길 3-8,041-549-7494,041-549-7495,
633,초등학교,아산,권곡동,공립,온양권곡초등학교,,20,356,31518,충남 아산시 문화로 243번길 14,041-534-6802,041-534-7900,
634,초등학교,아산,실옥동,공립,온양신정초등학교,,12,215,31502,충남 아산시 온천대로 1333번길 29,041-532-7907, 041-532-7914 ,
635,초등학교,아산,풍기동,공립,온양풍기초등학교,,45,1048,31579,충남 아산시 남부로 351,041-546-3404,041-546-2003,
636,초등학교,아산,권곡동,공립,충무초등학교,,19,377,31517,충남 아산시 문화로 271-45,041-547-5302,041-547-5305,
637,초등학교,아산,용화동,공립,아산초등학교,,34,722,31580,충남 아산시 남부로 266,041-549-6292,041-549-6296,
638,초등학교,아산,송악면,공립,송남초등학교,,12,158,31557,충남 아산시 송악면 송악로 802,041-543-3907,041-543-6181,
639,초등학교,아산,송악면,공립,거산초등학교,,6,63,31584,충남 아산시 송악면 외암로 460,041-542-9152,041-542-9154,
640,초등학교,아산,배방읍,공립,배방초등학교,,43,940,31487,충남 아산시 배방읍 북수로25번길 11,041-548-1512,041-548-1514,
641,초등학교,아산,배방읍,공립,금곡초등학교,,10,135,31581,충남 아산시 배방읍 고불로 563-4,041-549-9012,041-549-9017,
642,초등학교,아산,배방읍,공립,동방초등학교,휴교,0,0,31474,충남 아산시 배방읍 휴대안길 10,041-548-3852,041-548-3853,2023-03-01자 휴교
643,초등학교,아산,배방읍,공립,모산초등학교,,39,846,31481,충남 아산시 배방읍 배방로 58-52,041-549-9671,041-549-9673,
644,초등학교,아산,배방읍,공립,아산북수초등학교,,28,632,31496,충남 아산시 배방읍 호서로 405,041-547-0931,041-547-0937,
645,초등학교,아산,배방읍,공립,연화초등학교,,35,627,31467,충남 아산시 배방읍 연화로 43,041-549-8561,041-549-8559,
646,초등학교,아산,배방읍,공립,아산용연초등학교,,26,552,31463,충남 아산시 배방읍 용연동길 25,041-541-7102,041-541-7108,
647,초등학교,아산,배방읍,공립,아산공수초등학교,,44,957,31480,충남 아산시 배방읍 모산로 38-43,041-424-7902,041-532-8243,
648,초등학교,아산,배방읍,공립,아산세교초등학교,,33,622,31473,충남 아산시 배방읍 동방로 200,041-425-0054,041-425-0037,
649,초등학교,아산,탕정면,공립,탕정초등학교,,46,1073,31457,충남 아산시 탕정면 탕정면로 105,041-543-7262,041-541-0656,
650,초등학교,아산,탕정면,공립,동덕초등학교,,13,202,31458,충남 아산시 탕정면 탕정면로 381,041-533-3812,041-533-3815,
651,초등학교,아산,탕정면,공립,탕정미래초등학교,,34,737,31457,충남 아산시 탕정면 탕정면로 54-15 ,041-538-9999,041-549-6810,
652,초등학교,아산,탕정면,공립,한들물빛초등학교,,80,2066,31465,충남 아산시 탕정면 한들물빛도시로 49,041-424-8400,041-531-0420,
653,초등학교,아산,탕정면,공립,아산갈산초등학교,,44,908,31461,충남 아산시 탕정면 갈산교로 210,041-532-7101,041-532-7109,
654,초등학교,아산,염치읍,공립,염티초등학교,,6,47,31445,충남 아산시 염치읍 염치로 49,041-543-8005,041-544-3812,
655,초등학교,아산,염치읍,공립,송곡초등학교,,6,112,31450,충남 아산시 염치읍 송곡길 112,041-548-9426,041-543-8255,
656,초등학교,아산,음봉면,공립,음봉초등학교,,6,71,31443,충남 아산시 음봉면 아산온천로 517,041-543-2805,041-542-2805,
657,초등학교,아산,음봉면,공립,월랑초등학교,,53,1186,31416,충남 아산시 음봉면 음봉로 515-50,041-543-1559,041-543-5448,
658,초등학교,아산,음봉면,공립,쌍룡초등학교,,6,44,31414,충남 아산시 음봉면 연암율금로 499,041-547-0235,041-546-0334,
659,초등학교,아산,음봉면,공립,산동초등학교,,21,392,31418,충남 아산시 음봉면 산동희망로 10,041-427-7051,041-427-7059,
660,초등학교,아산,둔포면,공립,둔포초등학교,,22,345,31405,충남 아산시 둔포면 둔포중앙로 161번길 7,041-531-3033,041-532-0243,
661,초등학교,아산,둔포면,공립,염작초등학교,,61,1345,31406,충남 아산시 둔포면 아산밸리중앙로 33,041-531-5478,041-531-4627,
662,초등학교,아산,둔포면,공립,남창초등학교,,6,41,31401,충남 아산시 둔포면 신남북길 16,041-531-8844,041-531-9910,
663,초등학교,아산,둔포면,공립,관대초등학교,,7,51,31411,충남 아산시 둔포면 산전길 19,041-531-1590,041-532-2285,
664,초등학교,아산,영인면,공립,영인초등학교,,7,58,31432,충남 아산시 영인면 여민루길 20,041-542-5080,041-542-4446,
665,초등학교,아산,영인면,공립,신화초등학교,,7,48,31425,충남 아산시 영인면 고룡산로 636,041-542-5002,041-541-5229,
666,초등학교,아산,인주면,공립,인주초등학교,,7,77,31429,충남 아산시 인주면 서해로 486,041-533-3184,041-533-6475,
667,초등학교,아산,인주면,공립,금성초등학교,,6,47,31439,충남 아산시 인주면 인주로 129,041-533-4461,041-533-4473,
668,초등학교,아산,선장면,공립,선장초등학교,,7,23,31546,충남 아산시 선장면 서부남로 21,041-542-0703,041-544-0999,
669,초등학교,아산,도고면,공립,도고초등학교,,6,58,31552,충남 아산시 도고면 도고산로 598,041-542-0344,041-544-7289,
670,초등학교,아산,도고면,공립,도고온천초등학교,,6,52,31550,충남 아산시 도고면 도고면로 73,041-542-0029,041-544-2254,
671,초등학교,아산,신창면,공립,신창초등학교,,28,415,31536,충남 아산시 신창면 서부남로 840번길 26,041-542-7845,041-543-7774,
672,초등학교,아산,신창면,공립,오목초등학교,,7,73,31534,충남 아산시 신창면 서부북로 547,041-542-7263,041-542-7268,
673,초등학교,아산,신창면,공립,아산남성초등학교,,45,898,31530,충남 아산시 신창면 남성길 152-64 ,041-547-2312,041-547-2320,
674,초등학교,아산,배방읍,공립,아산월천초등학교,신설,27,580,31494,충남 아산시 배방읍 월천3길 10,041-424-2030,041-424-2034,2025-03-01자 개교
675,초등학교,서산,동문동,공립,서산초등학교,,16,283,31983,충남 서산시 중앙로 38-1,041-664-5122,041-664-5126,
676,초등학교,서산,동문동,공립,서동초등학교,,23,481,31979,충남 서산시 쌍연남1로 19-5,041-664-2627,041-665-1431,
677,초등학교,서산,오남동,공립,오산초등학교,,6,38,32009,충남 서산시 덕지천로 436,041-669-2704,041-669-2706,
678,초등학교,서산,죽성동,공립,서령초등학교,,11,161,32007,충남 서산시 남부순환로 749,041-664-0754,041-664-0757,
679,초등학교,서산,읍내동,공립,부춘초등학교,,25,548,31985,충남 서산시 양유정 3로 9 (읍내동 130),041-669-0206,041-665-7484,
680,초등학교,서산,석남동,공립,서림초등학교,,30,625,31999,충남 서산시 덕지천로 104(석남동),041-666-1661,041-666-0153,
681,초등학교,서산,읍내동,공립,학돌초등학교,,24,458,31971,충남 서산시 부춘1로 35(읍내동),041-668-8608,041-668-8611,
682,초등학교,서산,석림동,공립,서산석림초등학교,,26,526,32003,충남 서산시 동서1로 41-6,041-668-6092,041-668-0444,
683,초등학교,서산,예천동,공립,서산예천초등학교,,34,752,31998,충남 서산시 예천1로 3-21,041-668-5405,041-681-5479,
684,초등학교,서산,동문동,공립,서산동문초등학교,,29,634,31967,충남 서산시 쌍연북 2로 31,041-668-7912,041-668-7919,
685,초등학교,서산,예천동,공립,서산서남초등학교,,49,1135,31998,충남 서산시 예천2로 19,041-671-5000,041-662-6550,
686,초등학교,서산,대산읍,공립,대산초등학교,,14,249,31909,충남 서산시 대산읍 구진로 40-5,041-669-0152,041-664-8447,
687,초등학교,서산,대산읍,공립,명지초등학교,,6,49,31907,충남 서산시 대산읍 명지3로 25,041-664-2360,041-664-1744,
688,초등학교,서산,대산읍,공립,서산대진초등학교,,7,25,31906,충남 서산시 대산읍 기은아섬길 16,041-681-7051,041-681-6623,
689,초등학교,서산,인지면,공립,인지초등학교,,16,270,32015,충남 서산시 인지면 둔산1길 1,041-662-1045,041-663-0622,
690,초등학교,서산,인지면,공립,차동초등학교,,8,77,32012,충남 서산시 인지면 차동길 140,041-663-1080,041-664-6906,
691,초등학교,서산,부석면,공립,부석초등학교,,7,38,32019,충남 서산시 부석면 취평2길 37-6,041-664-8601,041-664-9960,
692,초등학교,서산,부석면,공립,부석초등학교간월도분교장,,2,4,32023,충남 서산시 부석면 간월달발길 57,041-664-8602,041-664-8605,"벽지, 복식학급"
693,초등학교,서산,부석면,공립,강당초등학교,,6,36,32021,충남 서산시 부석면 인정로 183,041-669-6861,041-669-6868,
694,초등학교,서산,부석면,공립,가사초등학교,,6,67,32017,충남 서산시 부석면 강경벌로 478,041-669-1398,041-669-1393,
695,초등학교,서산,팔봉면,공립,팔봉초등학교,,6,55,31923,충남 서산시 팔봉면 한재무두리1길 233,041-662-6019,041-669-1963,
696,초등학교,서산,지곡면,공립,부성초등학교,,18,338,31919,충남 서산시 지곡면 화천1로 83,041-664-4512,041-664-4515,
697,초등학교,서산,성연면,공립,성연초등학교,,66,1423,31931,충남 서산시 성연면 성연3로 57-10,041-669-2192,041-669-2197,
698,초등학교,서산,음암면,공립,음암초등학교,,12,177,31936,충남 서산시 음암면 도당로 5,041-669-6212,041-669-6213,
699,초등학교,서산,음암면,공립,동암초등학교,,6,73,31941,충남 서산시 음암면 동암마을길 14-3,041-669-2251,041-669-2254,
700,초등학교,서산,운산면,공립,운산초등학교,,7,42,31945,충남 서산시 운산면 운암로 1037,041-669-6341,041-669-6343,
701,초등학교,서산,운산면,공립,운신초등학교,,7,38,31948,충남 서산시 운산면 해운로 539,041-688-4100,041-688-4102,
702,초등학교,서산,해미면,공립,해미초등학교,,8,138,31960,충남 서산시 해미면 성지1로 81,041-688-1592,041-688-1598,
703,초등학교,서산,해미면,공립,언암초등학교,,7,102,30959,충남 서산시 해미면 기지1길 27,041-688-9042,041-688-9047,
704,초등학교,서산,고북면,공립,고북초등학교,,7,43,32027,충남 서산시 고북면 고북3로 19,041-669-6303,041-669-6306,
705,초등학교,논산,부창동,공립,논산부창초등학교,,14,221,32954,논산시 시민로397번길 10,041-736-6804,041-735-7189,
706,초등학교,논산,반월동,공립,논산반월초등학교,,7,91,32952,논산시 해월로 148 ,041-735-2436,041-735-2840,
707,초등학교,논산,취암동,공립,논산동성초등학교,,24,506,32974,논산시 관촉로 263(취암동),041-734-0892,041-734-0893,
708,초등학교,논산,내동,공립,논산중앙초등학교,,31,669,32981,논산시 논산대로 269-10(내동),041-736-3021,041-736-3024,
709,초등학교,논산,내동,공립,논산내동초등학교,,43,993,32990,논산시 중앙로 192(내동),041-734-7463,041-734-7469,
710,초등학교,논산,강경읍,공립,강경중앙초등학교,,6,35,32934,논산시 강경읍 옥녀봉로 8,041-745-0678,041-745-0679,
711,초등학교,논산,강경읍,공립,강경산양초등학교,,7,43,32942,논산시 강경읍 산양길 45,041-745-1802    ,041-745-0366 ,
712,초등학교,논산,강경읍,공립,강경황산초등학교,,7,117,32936,논산시 강경읍 대흥로34번길 5 ,041-745-0273,041-745-0274,
713,초등학교,논산,연무읍,공립,구자곡초등학교,,7,79,33011,논산시 연무로 369(연무읍),041-741-4157,041-742-2997,
714,초등학교,논산,연무읍,공립,연무초등학교,,7,70,33013,논산시 연무읍 득안대로 527,041-741-5295,041-742-2992,
715,초등학교,논산,연무읍,공립,연무중앙초등학교,,16,290,33008,논산시 연무읍 연무로 211-14,041-741-4112,041-742-4370,
716,초등학교,논산,성동면,공립,성동초등학교,,7,43,32927,논산시 성동면 성동로 240번길 30,041-734-2622,041-732-6027,
717,초등학교,논산,성동면,공립,원봉초등학교,,6,43,32926,논산시 성동면 성동로 552,041-736-6082,041-735-4416,
718,초등학교,논산,광석면,공립,광석초등학교,,8,64,32922,논산시 광석면 사계로 451,041-732-8015,041-734-3351,
719,초등학교,논산,광석면,공립,왕전초등학교,,6,54,32920,논산시 광석면 왕전2길 12,041-733-2694,041-733-2283,
720,초등학교,논산,노성면,공립,노성초등학교,,6,36,32902,논산시 노성면 노성로 507번길 11,041-736-5580,041-735-5386,
721,초등학교,논산,상월면,공립,상월초등학교,,7,43,32904,논산시 상월면 신충리 백일헌로 1025-13,041-734-4010,041-732-9687,
722,초등학교,논산,부적면,공립,부적초등학교,,7,64,32917,논산시 부적면 남마구평길 70,041-732-7032,041-732-1008,
723,초등학교,논산,부적면,공립,감곡초등학교,,6,16,32916,논산시 부적면 계백로 1676-26,041-732-7066,041-732-2063,
724,초등학교,논산,연산면,공립,연산초등학교,,7,63,32911,논산시 연산면 연산5길 13,041-733-0657,041-735-3673,
725,초등학교,논산,연산면,공립,청동초등학교,,7,52,32913,논산시 연산면 선비로 293번길 29-5,041-733-0323,041-735-0518,
726,초등학교,논산,연산면,공립,백석초등학교,,7,62,32909,논산시 연산면 선비로 726,041-734-4708,041-734-4707,
727,초등학교,논산,벌곡면,공립,벌곡초등학교,,6,53,33026,논산시 벌곡면 대둔로 821-8,041-733-9009,041-734-4021,
728,초등학교,논산,벌곡면,공립,도산초등학교,,6,75,33028,논산시 벌곡면 수락로 23,041-733-9780,041-733-2703,벽지
729,초등학교,논산,양촌면,공립,양촌초등학교,,7,64,33023,논산시 양촌면 매죽헌로 1665번길 22,041-741-2019,041-741-2227,
730,초등학교,논산,양촌면,공립,반곡초등학교,,7,113,33021,논산시 양촌면 황산벌로 1126번길 5,041-734-2334,041-735-9405,
731,초등학교,논산,가야곡면,공립,가야곡초등학교,,7,28,33019,논산시 가야곡면 덕은로 160,041-742-3369,041-742-7020,
732,초등학교,논산,은진면,공립,은진초등학교,,7,76,33001,논산시 은진면 매죽헌로 25번길 1,041-741-0019,041-741-0195,
733,초등학교,논산,은진면,공립,성덕초등학교,,7,96,32999,논산시 은진면 원앙로 1174 ,041-741-0074,041-741-0449,
734,초등학교,논산,채운면,공립,채운초등학교,,7,77,32945,논산시 채운면 채운로 112,041-734-3274,041-736-3911,
735,초등학교,논산,채운면,공립,이화초등학교,,7,54,32946,논산시 채운면 채운로 350,041-742-2228,041-742-6875,
736,초등학교,계룡,두마면,공립,두마초등학교,,19,332,32837,계룡시 두마면 팥거리로 160,042-841-8014,042-841-9081,
737,초등학교,계룡,엄사면,공립,엄사초등학교,,17,303,32808,계룡시 엄사면 번영3길 30,042-841-4498,042-841-3993,
738,초등학교,계룡,엄사면,공립,신도초등학교,,18,318,32819,계룡시 엄사면 번영3길 82,042-841-9863,042-841-2897,
739,초등학교,계룡,신도안면,공립,용남초등학교,,40,894,32801,계룡시 신도안면 신도안1길 88,042-551-1504,042-551-1158,
740,초등학교,계룡,금암동,공립,금암초등학교,,19,382,32824,계룡시 장안로 104,042-841-0872,042-841-9738,
741,초등학교,계룡,두마면,공립,계룡대실초등학교,신설,22,439,32844,충남 계룡시 두마면 대실남북로 113 ,042-710-4701,042-710-4709,2025-03-01자 개교
742,초등학교,당진,읍내동,공립,당진초등학교,,22,385,31776,충남 당진시 교동길 106,041-352-3753,041-355-1198,
743,초등학교,당진,사기소동,공립,성당초등학교,,7,98,31789,충남 당진시 역천로 222,041-356-5155,041-355-0595,
744,초등학교,당진,읍내동,공립,계성초등학교,,29,612,31771,충남 당진시 당진중앙1로 290,041-352-4031,041-355-0781,
745,초등학교,당진,채운동,공립,탑동초등학교,,49,1144,31780,충남 당진시 대호만로 12,041-354-1252,041-355-0608,
746,초등학교,당진,원당동,공립,원당초등학교,,35,777,31771,충남 당진시 밤절로 31,041-358-5602,041-358-5607,
747,초등학교,당진,대덕동,공립,대덕초등학교,,33,821,31787,충남 당진시 대덕1로 80,041-430-0102,041-352-1565,
748,초등학교,당진,수청동,공립,수청초등학교,,43,1056,31817,충남 당진시 수청2로 37,041-358-9871,041-355-0184,
749,초등학교,당진,합덕읍,공립,합덕초등학교,,12,178,31813,충남 당진시 합덕읍 덕평로 508,041-362-2692,041-363-0806,
750,초등학교,당진,합덕읍,공립,합도초등학교,,8,63,31811,충남 당진시 합덕읍 면천로 1538,041-362-2303,041-363-1413,
751,초등학교,당진,합덕읍,공립,신촌초등학교,,6,34,31815,충남 당진시 합덕읍 상덕로 620-13,041-362-2778,041-362-9551,
752,초등학교,당진,고대면,공립,고대초등학교,,7,81,31793,충남 당진시 고대면 고대로 206,041-353-6368,041-352-9371,
753,초등학교,당진,고대면,공립,고산초등학교,,7,52,31791,충남 당진시 고대면 서집들길 55,041-353-8820,041-352-4912,
754,초등학교,당진,석문면,공립,석문초등학교,,8,84,31703,충남 당진시 석문면 다리들길7,041-353-9042 ,041-353-4980,
755,초등학교,당진,석문면,공립,삼봉초등학교,,7,57,31706,충남 당진시 석문면 대호만로 1722-1,041-353-0040,041-352-4850,
756,초등학교,당진,석문면,공립,삼봉초등학교난지분교장,,1,1,31708,충남 당진시 석문면 난지1길 155,041-352-1344,041-352-1349,도서
757,초등학교,당진,석문면,공립,초락초등학교,,7,32,31707,충남 당진시 석문면 샛터말길35,041-352-6239,041-352-4686,
758,초등학교,당진,대호지면,공립,조금초등학교,,6,43,31798,충남 당진시 대호지면 4.4만세로 23,041-353-1010,041-353-4979,
759,초등학교,당진,정미면,공립,정미초등학교,,6,32,31802,충남 당진시 정미면 운정로 642,041-353-2078,041-352-4999,
760,초등학교,당진,정미면,공립,천의초등학교,,7,46,31800,충남 당진시 정미면 천평로 30,041-353-2010,041-352-9369,
761,초등학교,당진,면천면,공립,면천초등학교,,7,37,31804,충남 당진시 면천면 면천서문1길 33,041-356-3090,041-356-9373,
762,초등학교,당진,순성면,공립,순성초등학교,,7,64,31757,충남 당진시 순성면 순성로 473,041-353-4140,041-352-9375,
763,초등학교,당진,순성면,공립,북창초등학교,,7,97,31759,충남 당진시 순성면 붉은재길 68,041-362-2302,041-362-9749,
764,초등학교,당진,우강면,공립,우강초등학교,,7,78,31754,충남 당진시 우강면 우강송산로 183-7,041-362-3046,041-363-1678,
765,초등학교,당진,신평면,공립,신평초등학교,,11,150,31741,충남 당진시 신평면 원머리로 7,041-362-6082,041-362-8896,
766,초등학교,당진,신평면,공립,서정초등학교,,27,577,31748,충남 당진시 신평면 거산3거리길 28-1,041-362-6057,041-362-5704,
767,초등학교,당진,신평면,공립,한정초등학교,,7,54,31743,충남 당진시 신평면 샛터로 172 ,041-362-9913,041-362-9622,
768,초등학교,당진,송악읍,공립,송악초등학교,,12,168,31728,충남 당진시 송악읍 송악로 663-1,041-358-8004,041-358-9377,
769,초등학교,당진,송악읍,공립,전대초등학교,,6,65,31729,충남 당진시 송악읍 신평로 1185,041-357-8201,041-357-8204,
770,초등학교,당진,송악읍,공립,기지초등학교,,69,1577,31733,충남 당진시 송악읍 반촌로 84-3,041-355-6091,041-355-0783,
771,초등학교,당진,송악읍,공립,상록초등학교,,15,256,31723,충남 당진시 송악읍 송악로 1024,041-356-8078,041-356-4770,
772,초등학교,당진,송산면,공립,송산초등학교,,8,89,31714,충남 당진시 송산면 상거길 19-1,041-353-7081,041-353-4977,
773,초등학교,당진,송산면,공립,당산초등학교,,8,122,31713,충남 당진시 송산면 당산2로 185,041-352-0075,041-355-1324,
774,초등학교,당진,송산면,공립,유곡초등학교,,15,286,31711,충남 당진시 송산면 송산로 821-17,041-353-7078,041-352-4336,
775,초등학교,당진,수청동,공립,혜성초등학교,신설,30,611,31766,충남 당진시 수청동 561-1,041-430-7610,041-430-7618,2025-03-01자 개교
776,초등학교,금산,금산읍,공립,금산중앙초등학교,,23,450,32746,충남 금산군 금산읍 금산로 1427,041-753-6333,041-753-9802,
777,초등학교,금산,금산읍,공립,금산초등학교,,19,363,32738,충남 금산군 금산읍 인삼로 69,041-753-6230,041-753-6228,
778,초등학교,금산,금산읍,공립,금산동초등학교,,8,87,32725,충남 금산군 금산읍 후곤천길 145,041-753-6135,041-754-6135,
779,초등학교,금산,금성면,공립,금성초등학교,,6,23,32707,충남 금산군 금성면 진산로 370,041-752-3010,041-753-5809,
780,초등학교,금산,금성면,공립,금성초등학교금계분교장,,2,4,32716,충남 금산군 금성면 어필각로 448,041-753-7703,041-752-4568,
781,초등학교,금산,제원면,공립,제원초등학교,,7,23,32723,충남 금산군 제원면 제원3길 11,041-752-7024,041-752-2492,
782,초등학교,금산,부리면,공립,부리초등학교,,7,33,32757,충남 금산군 부리면 현내로 81,041-753-0527,041-753-9833,
783,초등학교,금산,군북면,공립,군북초등학교,,7,28,32718,충남 금산군 군북면 군북로 714 ,041-753-2008,041-753-9865,
784,초등학교,금산,군북면,공립,용문초등학교,,7,83,32721,충남 금산군 군북면 시두물길 15,041-751-1656,041-753-9738,
785,초등학교,금산,군북면,공립,상곡초등학교,,6,29,32717,충남 금산군 군북면 상곡길 34,041-753-7045,041-753-9673,벽지
786,초등학교,금산,남일면,공립,남일초등학교,,6,48,32758,충남 금산군 남일면 봉황로 83,041-752-9461,041-752-6858,
787,초등학교,금산,남이면,공립,남이초등학교,,6,21,32751,충남 금산군 남이면 진악로 51,041-753-1016,041-753-9829,
788,초등학교,금산,진산면,공립,진산초등학교,,7,35,32704,충남 금산군 진산면 읍내로 41,041-752-4020,041-752-7783,
789,초등학교,금산,복수면,공립,복수초등학교,,7,21,32703,충남 금산군 복수면 복수로 137로,041-752-8312,041-752-0964,
790,초등학교,금산,복수면,공립,신대초등학교,,6,18,32701,충남 금산군 복수면 복수로 753,041-752-8212,041-753-4046,
791,초등학교,금산,추부면,공립,추부초등학교,,9,111,32714,충남 금산군 추부면 하마전로 23,041-753-7908,041-753-7909,
792,초등학교,금산,추부면,공립,성대초등학교,,7,24,32710,충남 금산군 추부면 군북로 1402,041-753-7168,041-752-7114,
793,초등학교,부여,부여읍,공립,부여초등학교,,24,514,33135,충남 부여군 부여읍 부소로 105-10,041-834-3223,041-837-0610,
794,초등학교,부여,부여읍,공립,백제초등학교,,8,80,33115,충남 부여군 부여읍 계백로321,041-833-7261,041-837-0611,
795,초등학교,부여,부여읍,공립,궁남초등학교,,6,43,33168,충남 부여군 부여읍 계백로 238-6,041-834-3123,041-834-8261,
796,초등학교,부여,부여읍,공립,대왕초등학교,,7,36,33160,충남 부여군 부여읍 금성로 150,041-834-6078,041-837-0612,
797,초등학교,부여,부여읍,공립,송간초등학교,,7,29,33127,충남 부여군 부여읍 삼충로 272번길 5,041-834-3346,041-837-0613,
798,초등학교,부여,규암면,공립,규암초등학교,,24,436,33123,충남 부여군 규암면 계백로 3,041-835-8221,041-835-4469,
799,초등학교,부여,규암면,공립,합송초등학교,,7,31,33120,충남 부여군 규암면 흥수로 561번길 8,041-836-7190,041-835-1086,
800,초등학교,부여,규암면,공립,백강초등학교,,6,33,33116,충남 부여군 규암면 백제문로 251번길 20,041-835-9390,041-835-0645,
801,초등학교,부여,은산면,공립,은산초등학교,,7,52,33313,충남 부여군 은산면 충의로 729,041-832-6390,041-837-0639,
802,초등학교,부여,외산면,공립,외산초등학교,,7,19,33104,충남 부여군 외산면 만수로 421,041-836-5290,041-836-7948,
803,초등학교,부여,내산면,공립,내산초등학교,,7,25,33195,충남 부여군 내산면 성충로 906,041-833-4290,041-834-8283,
804,초등학교,부여,구룡면,공립,구룡초등학교,,6,14,33191,충남 부여군 구룡면 태양로 25,041-832-2830, 041-834-6647 ,
805,초등학교,부여,구룡면,공립,용당초등학교,,4,11,33190,충남 부여군 구룡면 용당로 2번길 73,041-832-9160,041-837-0622,
806,초등학교,부여,홍산면,공립,홍산초등학교,,6,64,33200,충남 부여군 홍산면 홍산로 111번길 7,041-835-1091,041-835-6801,
807,초등학교,부여,옥산면,공립,옥산초등학교,,7,11,33205,충남 부여군 옥산면 대백제로 330,041-832-0091,041-832-9140,
808,초등학교,부여,충화면,공립,충화초등학교,,5,12,33212,충남 부여군 충화면 팔충로 701,041-833-1090,041-834-2984,
809,초등학교,부여,양화면,공립,양화초등학교,,5,13,33215,충남 부여군 양화면 충절로 215,041-833-3090,041-834-6723,
